SMILES,T,P,Leak Size,Material Quantity,Number of carbon atoms,Number of hydrogen atoms,Number of oxygen  atoms,Number of nitrogen  atoms,Number of sulfur  atoms,Number of Halogen atoms,Molecular Weight,DM,¦ÅHOMO,¦ÅLUMO,¦Ì,¦Ç,¦Ø,lg(Explosion Diameter)
CN(C)C,100,100,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,1.955235907
CN(C)C,100,100,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,1.955235907
CN(C)C,0,500,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.170373209
CN(C)C,0,500,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.170379076
CN(C)C,0,500,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.170379076
CN(C)C,20,500,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.162922686
CN(C)C,20,500,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.163873678
CN(C)C,20,500,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.163873678
CN(C)C,50,500,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.152823237
CN(C)C,50,500,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.152890434
CN(C)C,50,500,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.152890434
CN(C)C,100,500,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.099038045
CN(C)C,100,500,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.097142732
CN(C)C,100,500,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.097142732
CN(C)C,0,1000,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.17123778
CN(C)C,0,1000,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.171518762
CN(C)C,0,1000,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.171518762
CN(C)C,20,1000,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.165407564
CN(C)C,20,1000,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.165078057
CN(C)C,20,1000,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.165078057
CN(C)C,50,1000,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.153272038
CN(C)C,50,1000,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.15382096
CN(C)C,50,1000,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.153387979
CN(C)C,100,1000,10,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.126705972
CN(C)C,100,1000,10,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.126485325
CN(C)C,100,1000,10,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.126332754
CN(C)C,0,100,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.345279607
CN(C)C,0,100,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.395319402
CN(C)C,0,100,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.492261572
CN(C)C,20,100,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.411983149
CN(C)C,20,100,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.457943934
CN(C)C,20,100,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.602775987
CN(C)C,50,100,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.544338464
CN(C)C,50,100,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.551948662
CN(C)C,50,100,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.675481381
CN(C)C,100,100,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.356431265
CN(C)C,100,100,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.387985682
CN(C)C,100,100,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.480610509
CN(C)C,0,500,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.620216241
CN(C)C,0,500,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.622222315
CN(C)C,0,500,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.635913807
CN(C)C,20,500,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.651294494
CN(C)C,20,500,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.651858301
CN(C)C,20,500,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.652393338
CN(C)C,50,500,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.636054389
CN(C)C,50,500,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.636399624
CN(C)C,50,500,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.646943563
CN(C)C,100,500,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.490561014
CN(C)C,100,500,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.491251005
CN(C)C,100,500,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.509533831
CN(C)C,0,1000,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.635343986
CN(C)C,0,1000,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.634608244
CN(C)C,0,1000,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.635039172
CN(C)C,20,1000,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.627559402
CN(C)C,20,1000,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.627179398
CN(C)C,20,1000,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.627612638
CN(C)C,50,1000,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.615309179
CN(C)C,50,1000,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.616316891
CN(C)C,50,1000,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.615963722
CN(C)C,100,1000,25,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.570054668
CN(C)C,100,1000,25,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.571160087
CN(C)C,100,1000,25,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.571750746
CN(C)C,0,100,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.382701283
CN(C)C,0,100,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.442661602
CN(C)C,0,100,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.674367803
CN(C)C,20,100,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.518278304
CN(C)C,20,100,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.56359617
CN(C)C,20,100,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.758194033
CN(C)C,50,100,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.679871958
CN(C)C,50,100,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.691941269
CN(C)C,50,100,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.860694281
CN(C)C,100,100,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.673541564
CN(C)C,100,100,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.685916317
CN(C)C,100,100,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.778151974
CN(C)C,0,500,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.734259625
CN(C)C,0,500,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.751063443
CN(C)C,0,500,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.7770061
CN(C)C,20,500,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.780022641
CN(C)C,20,500,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.779129482
CN(C)C,20,500,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.80706598
CN(C)C,50,500,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.836528553
CN(C)C,50,500,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.837464697
CN(C)C,50,500,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.853906185
CN(C)C,100,500,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.836471599
CN(C)C,100,500,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.750931683
CN(C)C,100,500,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.77287083
CN(C)C,0,1000,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.944827996
CN(C)C,0,1000,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.949786059
CN(C)C,0,1000,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.949643678
CN(C)C,20,1000,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.942451056
CN(C)C,20,1000,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.943285727
CN(C)C,20,1000,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.94233204
CN(C)C,50,1000,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.93074431
CN(C)C,50,1000,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.931567193
CN(C)C,50,1000,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.930585864
CN(C)C,100,1000,50,10,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.823683501
CN(C)C,100,1000,50,20,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.82425799
CN(C)C,100,1000,50,100,3,9,0,1,0,0,101.19,0.5368,-0.2041,0.0921,-0.056,0.2962,0.0053,2.833324365
C=CC=O,0,100,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.966948536
C=CC=O,0,100,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.966948536
C=CC=O,0,100,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.966948536
C=CC=O,20,100,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.980568269
C=CC=O,20,100,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.980568269
C=CC=O,20,100,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.980568269
C=CC=O,50,100,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.043452665
C=CC=O,50,100,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.043452665
C=CC=O,50,100,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.043452665
C=CC=O,100,100,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.768008028
C=CC=O,100,100,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.768008028
C=CC=O,100,100,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.768008028
C=CC=O,0,500,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.065527432
C=CC=O,0,500,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.064802293
C=CC=O,0,500,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.064802293
C=CC=O,20,500,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.058593029
C=CC=O,20,500,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.059123979
C=CC=O,20,500,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.059123979
C=CC=O,50,500,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.047656411
C=CC=O,50,500,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.046561494
C=CC=O,50,500,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.046561494
C=CC=O,100,500,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.918417253
C=CC=O,100,500,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.917833076
C=CC=O,100,500,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.917833076
C=CC=O,0,1000,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.065000518
C=CC=O,0,1000,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.064169612
C=CC=O,0,1000,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.064195836
C=CC=O,20,1000,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.05819439
C=CC=O,20,1000,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.057380791
C=CC=O,20,1000,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.056881993
C=CC=O,50,1000,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.04676042
C=CC=O,50,1000,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.047629169
C=CC=O,50,1000,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.047625278
C=CC=O,100,1000,10,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.964435953
C=CC=O,100,1000,10,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.964815699
C=CC=O,100,1000,10,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,1.96456697
C=CC=O,0,100,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.303845932
C=CC=O,0,100,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.361618304
C=CC=O,0,100,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.44109
C=CC=O,20,100,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.351639794
C=CC=O,20,100,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.384419727
C=CC=O,20,100,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.461867535
C=CC=O,50,100,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.428978256
C=CC=O,50,100,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.488277081
C=CC=O,50,100,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.528052391
C=CC=O,100,100,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.219621196
C=CC=O,100,100,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.219867328
C=CC=O,100,100,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.219872563
C=CC=O,0,500,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.519762385
C=CC=O,0,500,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.523102349
C=CC=O,0,500,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.534055312
C=CC=O,20,500,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.542488064
C=CC=O,20,500,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.54266487
C=CC=O,20,500,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.542654911
C=CC=O,50,500,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.526079398
C=CC=O,50,500,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.527611859
C=CC=O,50,500,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.527041852
C=CC=O,100,500,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.377113107
C=CC=O,100,500,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.377034732
C=CC=O,100,500,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.379805711
C=CC=O,0,1000,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.532918641
C=CC=O,0,1000,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.532512329
C=CC=O,0,1000,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.533073933
C=CC=O,20,1000,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.525206827
C=CC=O,20,1000,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.525634269
C=CC=O,20,1000,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.525232745
C=CC=O,50,1000,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.51266839
C=CC=O,50,1000,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.513579805
C=CC=O,50,1000,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.513674302
C=CC=O,100,1000,25,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.431489209
C=CC=O,100,1000,25,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.431365373
C=CC=O,100,1000,25,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.431365373
C=CC=O,0,100,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.425129734
C=CC=O,0,100,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.444464827
C=CC=O,0,100,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.713158605
C=CC=O,20,100,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.495712195
C=CC=O,20,100,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.564896759
C=CC=O,20,100,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.753430608
C=CC=O,50,100,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.620353668
C=CC=O,50,100,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.650232705
C=CC=O,50,100,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.780008227
C=CC=O,100,100,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.485046753
C=CC=O,100,100,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.498092663
C=CC=O,100,100,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.525889239
C=CC=O,0,500,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.678713176
C=CC=O,0,500,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.678713176
C=CC=O,0,500,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.676842616
C=CC=O,20,500,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.712383657
C=CC=O,20,500,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.717380044
C=CC=O,20,500,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.75536712
C=CC=O,50,500,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.749655168
C=CC=O,50,500,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.758143253
C=CC=O,50,500,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.774379722
C=CC=O,100,500,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.649914829
C=CC=O,100,500,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.645227678
C=CC=O,100,500,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.660764004
C=CC=O,0,1000,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.854976706
C=CC=O,0,1000,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.854853576
C=CC=O,0,1000,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.856184322
C=CC=O,20,1000,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.846907754
C=CC=O,20,1000,50,20,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.847325831
C=CC=O,20,1000,50,100,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.84782058
C=CC=O,50,1000,50,10,3,4,1,0,0,0,56.06,3.1604,-0.2571,-0.065,-0.1611,0.1921,0.0675,2.834917664
